Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1988","1988","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1989","1989","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1990","1990","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1991","1991","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1992","1992","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1993","1993","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1994","1994","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1995","1995","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1996","1996","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1997","1997","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1998","1998","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","1999","1999","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2000","2000","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2001","2001","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2002","2002","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2003","2003","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2004","2004","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2005","2005","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2006","2006","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2007","2007","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2008","2008","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2009","2009","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2010","2010","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2011","2011","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2012","2012","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2013","2013","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2014","2014","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2015","2015","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2016","2016","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2017","2017","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2018","2018","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2019","2019","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2020","2020","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2021","2021","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01192","Buckwheat","2022","2022","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1961","1961","100 g/ha","264763","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1962","1962","100 g/ha","216009","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1963","1963","100 g/ha","298611","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1964","1964","100 g/ha","269651","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1965","1965","100 g/ha","257912","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1966","1966","100 g/ha","260984","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1967","1967","100 g/ha","295299","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1968","1968","100 g/ha","257013","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1969","1969","100 g/ha","234092","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1970","1970","100 g/ha","314197","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1971","1971","100 g/ha","296828","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1972","1972","100 g/ha","266694","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1973","1973","100 g/ha","300128","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1974","1974","100 g/ha","311844","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1975","1975","100 g/ha","243021","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1976","1976","100 g/ha","287031","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1977","1977","100 g/ha","340530","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1978","1978","100 g/ha","310244","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1979","1979","100 g/ha","331198","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1980","1980","100 g/ha","334406","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1981","1981","100 g/ha","332056","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1982","1982","100 g/ha","328626","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1983","1983","100 g/ha","460000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1984","1984","100 g/ha","460000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1985","1985","100 g/ha","362823","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1986","1986","100 g/ha","407143","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1987","1987","100 g/ha","358542","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1988","1988","100 g/ha","353571","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1989","1989","100 g/ha","353571","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1990","1990","100 g/ha","365230","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1991","1991","100 g/ha","305008","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1992","1992","100 g/ha","340000","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1993","1993","100 g/ha","405070","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1994","1994","100 g/ha","234742","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1995","1995","100 g/ha","234742","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1996","1996","100 g/ha","277273","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1997","1997","100 g/ha","277273","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1998","1998","100 g/ha","277273","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","1999","1999","100 g/ha","294778","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2000","2000","100 g/ha","249364","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2001","2001","100 g/ha","347368","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2002","2002","100 g/ha","344444","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2003","2003","100 g/ha","346000","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2004","2004","100 g/ha","351786","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2005","2005","100 g/ha","360693","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2006","2006","100 g/ha","332189","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2007","2007","100 g/ha","333333","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2008","2008","100 g/ha","359697","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2009","2009","100 g/ha","401205","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2010","2010","100 g/ha","360476","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2011","2011","100 g/ha","394562","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2012","2012","100 g/ha","397602","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2013","2013","100 g/ha","402618","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2014","2014","100 g/ha","451392","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2015","2015","100 g/ha","474775","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2016","2016","100 g/ha","326246","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2017","2017","100 g/ha","372410","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","365660","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2019","2019","100 g/ha","329739","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","291800","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2021","2021","100 g/ha","277411","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01212","Cabbages","2022","2022","100 g/ha","280714","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1961","1961","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1962","1962","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1963","1963","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1964","1964","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1965","1965","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1966","1966","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1967","1967","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1968","1968","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1969","1969","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1970","1970","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1971","1971","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1972","1972","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1973","1973","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1974","1974","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1975","1975","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1976","1976","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1977","1977","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1978","1978","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1979","1979","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1980","1980","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1981","1981","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1982","1982","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1983","1983","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1984","1984","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1985","1985","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1986","1986","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1987","1987","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1988","1988","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1989","1989","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1990","1990","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1991","1991","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1992","1992","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1993","1993","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1994","1994","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1995","1995","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1996","1996","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1997","1997","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1998","1998","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","1999","1999","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2000","2000","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2001","2001","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2002","2002","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2003","2003","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2004","2004","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2005","2005","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2006","2006","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2007","2007","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2008","2008","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2009","2009","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2010","2010","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2011","2011","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2012","2012","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2013","2013","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2014","2014","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2015","2015","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2016","2016","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2017","2017","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2018","2018","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2019","2019","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2020","2020","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2021","2021","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01195","Canary seed","2022","2022","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1961","1961","100 g/ha","555556","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1962","1962","100 g/ha","555556","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1963","1963","100 g/ha","560000","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1964","1964","100 g/ha","555556","E","Estimated value",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1965","1965","100 g/ha","545455","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1966","1966","100 g/ha","550000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1967","1967","100 g/ha","560000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1968","1968","100 g/ha","566296","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1969","1969","100 g/ha","576296","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1970","1970","100 g/ha","579130","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1971","1971","100 g/ha","484211","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1972","1972","100 g/ha","592222","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1973","1973","100 g/ha","573333","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1974","1974","100 g/ha","526429","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1975","1975","100 g/ha","612308","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1976","1976","100 g/ha","594000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1977","1977","100 g/ha","648750","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1978","1978","100 g/ha","616250","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1979","1979","100 g/ha","625000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1980","1980","100 g/ha","648333","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1981","1981","100 g/ha","868000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1982","1982","100 g/ha","640000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1983","1983","100 g/ha","862000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1984","1984","100 g/ha","890000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1985","1985","100 g/ha","1030000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1986","1986","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1987","1987","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1988","1988","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1989","1989","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1990","1990","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1991","1991","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1992","1992","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1993","1993","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1994","1994","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1995","1995","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1996","1996","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1997","1997","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1998","1998","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","1999","1999","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2000","2000","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2001","2001","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2002","2002","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2003","2003","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2004","2004","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2005","2005","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2006","2006","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2007","2007","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2008","2008","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2009","2009","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2010","2010","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2011","2011","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2012","2012","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2013","2013","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2014","2014","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2015","2015","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2016","2016","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2017","2017","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2018","2018","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2019","2019","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2020","2020","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2021","2021","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01229","Cantaloupes and other melons","2022","2022","","","","",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1961","1961","100 g/ha","300188","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1962","1962","100 g/ha","298635","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1963","1963","100 g/ha","280031","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1964","1964","100 g/ha","280000","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1965","1965","100 g/ha","320751","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1966","1966","100 g/ha","374639","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1967","1967","100 g/ha","326720","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1968","1968","100 g/ha","372494","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1969","1969","100 g/ha","302814","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1970","1970","100 g/ha","370987","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1971","1971","100 g/ha","367029","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1972","1972","100 g/ha","410889","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1973","1973","100 g/ha","384457","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1974","1974","100 g/ha","424866","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1975","1975","100 g/ha","391455","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1976","1976","100 g/ha","329039","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1977","1977","100 g/ha","466576","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1978","1978","100 g/ha","472348","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1979","1979","100 g/ha","495590","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1980","1980","100 g/ha","420060","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1981","1981","100 g/ha","498943","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1982","1982","100 g/ha","530386","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","01251","Carrots and turnips","1983","1983","100 g/ha","527755","E","Estimated value",""
